method	recall	precision	fpr	fdr	F1	na_precision
FlashWeave	0.566666666666667	0.310502283105023	0.139814814814815	0.689497716894977	0.40117994100295	0
FlashWeave	0.468	0.420863309352518	0.0715555555555556	0.579136690647482	0.443181818181818	0
FlashWeave	0.276666666666667	0.436842105263158	0.0396296296296296	0.563157894736842	0.338775510204082	0
FlashWeave	0.211111111111111	0.44392523364486	0.0293827160493827	0.55607476635514	0.286144578313253	0
FlashWeave	0.161818181818182	0.410138248847926	0.0258585858585859	0.589861751152074	0.232073011734029	0
FlashWeave	0.16	0.404669260700389	0.0261538461538462	0.595330739299611	0.229327453142227	0
FlashWeave	0.141333333333333	0.439834024896266	0.02	0.560165975103734	0.213925327951564	0
FlashWeave	0.145238095238095	0.438848920863309	0.0206349206349206	0.561151079136691	0.21824686940966	0
FlashWeave	0.104210526315789	0.415966386554622	0.0162573099415205	0.584033613445378	0.166666666666667	0
FlashWeave	0.0790909090909091	0.402777777777778	0.013030303030303	0.597222222222222	0.132218844984802	0
FlashWeave	0.0741666666666667	0.442786069651741	0.0103703703703704	0.557213930348259	0.127052105638829	0
FlashWeave	0.0807692307692308	0.460526315789474	0.0105128205128205	0.539473684210526	0.137434554973822	0
FlashWeave	0.07	0.406639004149378	0.0113492063492063	0.593360995850622	0.119439366240098	0
FlashWeave	0.0726666666666667	0.457983193277311	0.00955555555555555	0.542016806722689	0.125431530494822	0
FlashWeave	0.064375	0.427385892116183	0.00958333333333333	0.572614107883817	0.111895708853884	0
FlashWeave	0.0582352941176471	0.438053097345133	0.00830065359477124	0.561946902654867	0.102803738317757	0
